"ident","type","name","elevation_ft","continent","iso_country","iso_region","municipality","gps_code","iata_code","local_code","long","lat"
"UHKK","medium_airport","Komsomolsk-on-Amur Airport",92,"AS","RU","RU-KHA","Komsomolsk-on-Amur","UHKK","KXK","","136.9340057373047","50.409000396728516"
"UHKM","medium_airport","Maygatka Airport.",768,"AS","RU","RU-KHA","Sovetskaya Gavan","UHKM","GVN","","140.033996582","48.926998138399995"
"UHMA","medium_airport","Ugolny Airport",194,"EU","RU","RU-CHU","Anadyr","UHMA","DYR","","177.740997","64.734902"
"UHMD","medium_airport","Provideniya Bay Airport",72,"EU","RU","RU-CHU","Chukotka","UHMD","PVS","","-173.2429962158203","64.37809753417969"
"UHMF","medium_airport","Omsukchan Airport",1732,"EU","RU","RU-MAG","Omsukchan","UHMF","","","155.7449951171875","62.457000732421875"
"UHMG","medium_airport","Chaybukha Airport",207,"AS","RU","RU-MAG","Chaybukha","UHMG","","","160.54800415039062","61.834999084472656"
"UHMK","medium_airport","Keperveem Airport",623,"EU","RU","RU-CHU","Keperveem","UHMK","KPW","","166.139999","67.845001"
"UHMM","medium_airport","Sokol Airport",574,"AS","RU","RU-MAG","Magadan","UHMM","GDX","","150.72000122070312","59.9109992980957"
"UHMP","medium_airport","Pevek Airport",11,"AS","RU","RU-CHU","Pevek","UHMP","PWE","","170.59700012207","69.783302307129"
"UHMS","medium_airport","Seymchan Airport",679,"AS","RU","RU-MAG","Seymchan","UHMS","","","152.4227752685547","62.920780181884766"
"UHMT","medium_airport","Magadan-13 Airport",164,"AS","RU","RU-MAG","Magadan","UHMT","","","150.9219970703125","59.62329864501953"
"UHMW","medium_airport","Severo-Evensk Airport",,"AS","RU","RU-MAG","Evensk","UHMW","","","159.22999572753906","61.92166519165039"
"UHNN","medium_airport","Nikolayevsk-na-Amure Airport",170,"EU","RU","RU-KHA","Nikolayevsk-na-Amure Airport","UHNN","NLI","","140.649994","53.154999"
"UHOO","medium_airport","Okhotsk Airport",,"AS","RU","RU-KHA","Okhotsk","UHOO","OHO","","143.05650329589844","59.410064697265625"
"UHPL","medium_airport","Palana Airport",112,"AS","RU","RU-KAM","Palana","UHPL","","","159.88800048828125","59.08169937133789"
"UHPP","medium_airport","Yelizovo Airport",131,"AS","RU","RU-KAM","Petropavlovsk-Kamchatsky","UHPP","PKC","","158.45399475097656","53.16790008544922"
"UHSS","medium_airport","Yuzhno-Sakhalinsk Airport",59,"AS","RU","RU-SAK","Yuzhno-Sakhalinsk","UHSS","UUS","","142.71800231933594","46.88869857788086"
"UHWW","medium_airport","Vladivostok International Airport",46,"AS","RU","RU-PRI","Vladivostok","UHWW","VVO","","132.1479949951172","43.39899826049805"
"UIAA","medium_airport","Chita-Kadala Airport",2272,"EU","RU","RU-CHI","Chita","UIAA","HTA","","113.306","52.026299"
"UIAE","medium_airport","Krasnokamensk Airport",2139,"AS","RU","RU-CHI","Krasnokamensk","UIAE","","","118.06114196777344","50.03310775756836"
"UIBB","medium_airport","Bratsk Airport",1610,"AS","RU","RU-IRK","Bratsk","UIBB","BTK","","101.697998046875","56.370601654052734"
"UIBV","medium_airport","Zheleznogorsk Airport",1946,"AS","RU","RU-IRK","Zheleznogorsk-Ilimsky","UIBV","","","104.10600280761719","56.487701416015625"
"UIII","medium_airport","Irkutsk Airport",1675,"AS","RU","RU-IRK","Irkutsk","UIII","IKT","","104.38899993896","52.268001556396"
"UITT","medium_airport","Ust-Kut Airport",2188,"AS","RU","RU-IRK","Ust-Kut","UITT","UKX","","105.7300033569336","56.8567008972168"
"UIUB","medium_airport","Bagdarin Airport",3084,"AS","RU","RU-BU","","UIUB","","","113.47899627685547","54.36920166015625"
"UIUU","medium_airport","Ulan-Ude Airport (Mukhino)",1690,"AS","RU","RU-BU","Ulan Ude","UIUU","UUD","","107.43800354003906","51.80780029296875"
"UKBB","large_airport","Boryspil International Airport",427,"EU","UA","UA-32","Kiev","UKBB","KBP","","30.894699096679688","50.345001220703125"
"UKCM","medium_airport","Mariupol International Airport",251,"EU","UA","UA-14","Mariupol","UKCM","MPW","","37.44960021972656","47.07609939575195"
"UKCW","medium_airport","Luhansk International Airport",636,"EU","UA","UA-09","Luhansk","UKCW","VSG","","39.3740997314","48.4174003601"
"UKDD","medium_airport","Dnipropetrovsk International Airport",481,"EU","UA","UA-12","Dnipropetrovsk","UKDD","DNK","","35.10060119628906","48.357200622558594"
"UKDE","medium_airport","Zaporizhzhia International Airport",373,"EU","UA","UA-23","Zaporizhia","UKDE","OZH","","35.31570053100586","47.867000579833984"
"UKDR","medium_airport","Kryvyi Rih International Airport",408,"EU","UA","UA-12","Kryvyi Rih","UKDR","KWG","","33.209999084472656","48.04330062866211"
"UKFB","medium_airport","Belbek Airport",344,"EU","UA","UA-43","Sevastopol","UKFB","UKS","","33.570999145500004","44.688999176"
"UKFF","large_airport","Simferopol International Airport",639,"EU","UA","UA-43","Simferopol","","SIP","URFF","33.975101","45.0522"
"UKFG","medium_airport","Gvardeyskoe Air Base",721,"EU","UA","UA-43","Sarabuz","UKFG","","","33.97700119018555","45.1150016784668"
"UKFI","medium_airport","Saki Air Base",36,"EU","UA","UA-43","Saki","UKFI","","","33.595001220703125","45.09299850463867"
"UKFY","medium_airport","Dzhankoy Airport",75,"EU","UA","UA-43","Dzhankoy","UKFY","","","34.41889953613281","45.70090103149414"
"UKHH","large_airport","Kharkiv International Airport",508,"EU","UA","UA-63","Kharkiv","UKHH","HRK","","36.290000915527344","49.924800872802734"
"UKKE","medium_airport","Cherkasy International Airport",375,"EU","UA","UA-71","Cherkasy","UKKE","CKC","","31.99530029296875","49.41559982299805"
"UKKK","medium_airport","Kiev Zhuliany International Airport",587,"EU","UA","UA-32","Kiev","UKKK","IEV","","30.45194","50.40194"
"UKKM","medium_airport","Gostomel Airport",517,"EU","UA","UA-32","Kiev","UKKM","GML","","30.1919002532959","50.60350036621094"
"UKKO","medium_airport","Ozerne Air Base",761,"EU","UA","UA-18","Zhytomyr","UKKO","","","28.7383","50.158298"
"UKLH","medium_airport","Khmelnytskyi Airport",1150,"EU","UA","UA-68","Khmelnytskyi","UKLH","HMJ","","26.933399","49.359699"
"UKLI","medium_airport","Ivano-Frankivsk International Airport",919,"EU","UA","UA-26","Ivano-Frankivsk","UKLI","IFO","","24.686100006103516","48.88420104980469"
"UKLL","medium_airport","Lviv International Airport",1071,"EU","UA","UA-46","Lviv","UKLL","LWO","","23.956100463867188","49.8125"
"UKLN","medium_airport","Chernivtsi International Airport",826,"EU","UA","UA-77","Chernivtsi","UKLN","CWC","","25.98080062866211","48.259300231933594"
"UKLR","medium_airport","Rivne International Airport",755,"EU","UA","UA-19","Rivne","UKLR","RWN","","26.141599655151367","50.60710144042969"
"UKLU","medium_airport","Uzhhorod International Airport",383,"EU","UA","UA-21","Uzhhorod","UKLU","UDJ","","22.263399124145508","48.634300231933594"
"UKON","medium_airport","Mykolaiv International Airport",184,"EU","UA","UA-48","Nikolayev","UKON","NLV","","31.9197998046875","47.057899475097656"
"UKOO","large_airport","Odessa International Airport",172,"EU","UA","UA-51","Odessa","UKOO","ODS","","30.67650032043457","46.42679977416992"
"ULAA","medium_airport","Talagi Airport",62,"EU","RU","RU-ARK","Archangelsk","ULAA","ARH","","40.71670150756836","64.60030364990234"
"ULAK","medium_airport","Severomorsk-1 Naval Air Base",239,"EU","RU","RU-MUR","Severomorsk","ULAK","","","33.418331146240234","69.03166961669922"
"ULAM","medium_airport","Naryan Mar Airport",36,"EU","RU","RU-NEN","Naryan Mar","ULAM","NNM","","53.12189865112305","67.63999938964844"
"ULBC","medium_airport","Cherepovets Airport",377,"EU","RU","RU-VLG","Cherepovets","ULWC","CEE","","38.015800476100004","59.273601532"
"ULDD","medium_airport","Amderma Airport",13,"AS","RU","RU-NEN","Amderma","ULDD","AMV","","61.556400299072266","69.76329803466797"
"ULH","medium_airport","Majeed Bin Abdulaziz Airport",2050,"AS","SA","SA-03","Al Ula","OEAO","ULH","","38.1288888889","26.48"
"ULKK","medium_airport","Kotlas Airport",184,"EU","RU","RU-ARK","Kotlas","ULKK","KSZ","","46.6974983215332","61.235801696777344"
"ULLI","large_airport","Pulkovo Airport",78,"EU","RU","RU-SPE","St. Petersburg","ULLI","LED","","30.262500762939453","59.80030059814453"
"ULLP","medium_airport","Pushkin Airport",230,"EU","RU","RU-SPE","St. Petersburg","ULLP","","","30.338301","59.685001"
"ULLS","medium_airport","Siversky Air Base",341,"EU","RU","RU-LEN","Siversky","ULLS","","","30.036699295043945","59.3567008972168"
"ULMM","medium_airport","Murmansk Airport",266,"EU","RU","RU-MUR","Murmansk","ULMM","MMK","","32.75080108642578","68.78170013427734"
"ULNR","medium_airport","Staraya Russa Air Base",52,"EU","RU","RU-NGR","Staraya Russa","ULNR","","","31.384399","57.961399"
"ULOL","medium_airport","Velikiye Luki Airport",328,"EU","RU","RU-PSK","Velikiye Luki","ULOL","VLU","","30.60810089111328","56.381099700927734"
"ULOO","medium_airport","Pskov Airport",154,"EU","RU","RU-PSK","Pskov","ULOO","PKV","","28.395599365234375","57.78390121459961"
"ULPB","medium_airport","Petrozavodsk Airport",151,"EU","RU","RU-KR","Petrozavodsk","ULPB","PES","","34.154701232910156","61.88520050048828"
"ULPP","medium_airport","Peski Airport",,"EU","RU","RU-KR","Petrozavodsk","ULPP","","","34.295555114746094","61.83194351196289"
"ULPW","medium_airport","Sortavala",,"EU","RU","RU-KR","","ULPW","","","30.673599","61.736099"
"ULWW","medium_airport","Vologda Airport",387,"EU","RU","RU-VLG","Vologda","ULWW","VGD","","39.944400787353516","59.282501220703125"
"UMBB","medium_airport","Brest Airport",468,"EU","BY","BY-BR","Brest","UMBB","BQT","","23.8981","52.108299"
"UMGG","medium_airport","Gomel Airport",472,"EU","BY","BY-HO","Gomel","UMGG","GME","","31.016700744628906","52.527000427246094"
"UMII","medium_airport","Vitebsk Vostochny Airport",682,"EU","BY","BY-VI","Vitebsk","UMII","VTB","","30.349599838257","55.126499176025"
"UMKK","medium_airport","Khrabrovo Airport",42,"EU","RU","RU-KGD","Kaliningrad","UMKK","KGD","","20.592599868774414","54.88999938964844"
"UMMA","medium_airport","Baranavichi Air Base",,"EU","BY","BY-BR","Baranavichi","UMMA","","","26.049999237060547","53.099998474121094"
"UMMG","medium_airport","Hrodna Airport",443,"EU","BY","BY-HR","Hrodna","UMMG","GNA","","24.053800582885742","53.60200119018555"
"UMMS","large_airport","Minsk National Airport",670,"EU","BY","BY-MI","Minsk","UMMS","MSQ","","28.030700683594","53.882499694824"
"UMNB","medium_airport","Babruisk Air Base",502,"EU","BY","BY-MA","Babruisk","UMNB","","","29.205","53.105"
"UMOO","medium_airport","Mogilev Airport",637,"EU","BY","BY-MA","Mogilev","UMOO","MVQ","","30.09510040283203","53.954898834228516"
"UNAA","medium_airport","Abakan Airport",831,"AS","RU","RU-KK","Abakan","UNAA","ABA","","91.38500213623047","53.7400016784668"
"UNBB","medium_airport","Barnaul Airport",837,"AS","RU","RU-ALT","Barnaul","UNBB","BAX","","83.53849792480469","53.363800048828125"
"UNBG","medium_airport","Gorno-Altaysk Airport",965,"AS","RU","RU-AL","Gorno-Altaysk","UNBG","RGK","","85.8332977295","51.9667015076"
"UNCC","medium_airport","Novosibirsk North Airport",558,"AS","RU","RU-NVS","Novosibirsk","UNCC","","","82.90670013427734","55.09170150756836"
"UNEE","medium_airport","Kemerovo Airport",863,"AS","RU","RU-KEM","Kemerovo","UNEE","KEJ","","86.1072006225586","55.27009963989258"
"UNIB","medium_airport","Baykit Airport",853,"AS","RU","RU-KYA","Baykit","UNIB","","","96.3550033569336","61.676700592041016"
"UNII","medium_airport","Yeniseysk Airport",253,"AS","RU","RU-KYA","Yeniseysk","UNII","EIE","","92.11250305175781","58.47420120239258"
"UNIP","medium_airport","Podkamennaya Tunguska Airport",213,"EU","RU","RU-KYA","Bor","UNIP","TGP","","89.994003","61.589699"
"UNIS","medium_airport","Severo-Eniseysk Airport",1706,"AS","RU","RU-KYA","Severo-Eniseysk","UNIS","","","93.01170349121094","60.37329864501953"
"UNIW","medium_airport","Vanavara Airport",892,"AS","RU","RU-KYA","Vanavara","UNIW","","","102.3239974975586","60.35969924926758"
"UNKL","large_airport","Yemelyanovo Airport",942,"EU","RU","RU-KYA","Krasnoyarsk","UNKL","KJA","","92.493301","56.172901"
"UNKM","medium_airport","Cheremshanka Airport",,"AS","RU","RU-KYA","Krasnoyarsk","UNKM","","","92.5400009155","56.176998138399995"
"UNKO","medium_airport","Sharypovo Airport",1099,"AS","RU","RU-KYA","Sharypovo","UNKO","","","89.1738815308","55.454914093"
"UNKS","medium_airport","Achinsk Airport",1033,"AS","RU","RU-KYA","Achinsk","UNKS","ACS","","90.57080078125","56.2682991027832"
"UNKY","medium_airport","Kyzyl Airport",2123,"AS","RU","RU-TY","Kyzyl","UNKY","KYZ","","94.40059661865234","51.66939926147461"
"UNNE","medium_airport","Yeltsovka Airport",617,"AS","RU","RU-NVS","Novosibirsk","UNNE","","","83.00450134277344","55.09239959716797"
"UNNT","large_airport","Tolmachevo Airport",365,"AS","RU","RU-NVS","Novosibirsk","UNNT","OVB","","82.650703430176","55.012599945068"
"UNOO","medium_airport","Omsk Central Airport",311,"AS","RU","RU-OMS","Omsk","UNOO","OMS","","73.31050109863281","54.96699905395508"
"UNOS","medium_airport","Omsk Severny Airport",,"AS","RU","RU-OMS","Omsk","UNOS","","","73.5550003052","54.9749984741"
"UNSS","medium_airport","Strezhevoy Airport",164,"AS","RU","RU-TOM","Strezhevoy","UNSS","SWT","","77.66000366210001","60.709400177"
"UNTT","medium_airport","Bogashevo Airport",597,"AS","RU","RU-TOM","Tomsk","UNTT","TOF","","85.208297729492","56.380298614502"
"UNWW","medium_airport","Spichenkovo Airport",1024,"EU","RU","RU-KEM","Novokuznetsk","UNWW","NOZ","","86.877197","53.811401"
"UODD","medium_airport","Dikson Airport",47,"AS","RU","RU-KYA","Dikson","UODD","DKS","","80.37966918945312","73.51780700683594"
"UODN","medium_airport","Nagurskoye",59,"EU","RU","RU-ARK","Murmansk","XLDN","","","47.663586","80.803207"
"UOHH","medium_airport","Khatanga Airport",95,"AS","RU","RU-KYA","Khatanga","UOHH","HTG","","102.49099731445312","71.97810363769531"
"UOIG","medium_airport","Svetlogorsk Airport",394,"AS","RU","RU-KYA","Svetlogorsk","UOIG","","","88.40333557128906","66.83999633789062"
"UOII","medium_airport","Igarka Airport",82,"AS","RU","RU-KYA","Igarka","UOII","IAA","","86.62190246582031","67.43720245361328"
"UOOO","medium_airport","Norilsk-Alykel Airport",574,"AS","RU","RU-KYA","Norilsk","UOOO","NSK","","87.33219909667969","69.31109619140625"
"UOOW","medium_airport","Valek Airport",108,"AS","RU","RU-KYA","Valek","UOOW","","","88.35368347167969","69.39690399169922"
"URKA","medium_airport","Anapa Vityazevo Airport",174,"EU","RU","RU-KDA","Anapa","URKA","AAQ","","37.347301483154","45.002101898193"
"URKE","medium_airport","Yeysk Airport",60,"EU","RU","RU-KDA","Yeysk","URKE","EIK","","38.21","46.68"
"URKG","medium_airport","Gelendzhik Airport",98,"EU","RU","RU-KDA","Gelendzhik","URKG","GDZ","","38.0124807358","44.5820926295"
"URKH","medium_airport","Khanskaya Air Base",600,"EU","RU","RU-AD","Maykop","URKH","","","40.035","44.68"
"URKK","medium_airport","Krasnodar Pashkovsky International Airport",118,"EU","RU","RU-KDA","Krasnodar","URKK","KRR","","39.170501708984","45.034698486328"
"URMG","medium_airport","Khankala Air Base",548,"EU","RU","RU-CE","Grozny","","","","45.78409957885742","43.298099517822266"
"URML","medium_airport","Uytash Airport",12,"EU","RU","RU-DA","Makhachkala","URML","MCX","","47.65230178833008","42.81679916381836"
"URMM","medium_airport","Mineralnyye Vody Airport",1054,"EU","RU","RU-STA","Mineralnyye Vody","URMM","MRV","","43.08190155029297","44.225101470947266"
"URMN","medium_airport","Nalchik Airport",1461,"EU","RU","RU-KB","Nalchik","URMN","NAL","","43.636600494384766","43.512901306152344"
"URMO","medium_airport","Beslan Airport",1673,"EU","RU","RU-SE","Beslan","URMO","OGZ","","44.6066017151","43.2051010132"
"URMS","medium_airport","Magas Airport",1165,"EU","RU","RU-IN","Magas","URMS","IGT","","45.0125999451","43.322299957300004"
"URMT","medium_airport","Stavropol Shpakovskoye Airport",1486,"EU","RU","RU-STA","Stavropol","URMT","STW","","42.11280059814453","45.10919952392578"
"UROD","medium_airport","Dudinka Airport",82,"AS","RU","RU-KYA","Dudinka","UROD","","","86.15666961669922","69.375"
"URRP","large_airport","Platov International Airport",213,"EU","RU","RU-ROS","Rostov-on-Don","URRP","ROV","","39.924722","47.493888"
"URRT","medium_airport","Taganrog Yuzhny Airport",117,"EU","RU","RU-ROS","Taganrog","URRT","TGK","","38.8491667","47.1983333"
"URSS","large_airport","Sochi International Airport",89,"EU","RU","RU-KDA","Sochi","URSS","AER","","39.9566","43.449902"
"URWA","medium_airport","Astrakhan Airport",-65,"EU","RU","RU-AST","Astrakhan","URWA","ASF","","48.0063018799","46.2832984924"
"URWI","medium_airport","Elista Airport",501,"EU","RU","RU-KL","Elista","URWI","ESL","","44.33089828491211","46.3739013671875"
"URWW","medium_airport","Volgograd International Airport",482,"EU","RU","RU-VGG","Volgograd","URWW","VOG","","44.34550094604492","48.782501220703125"
"US-0086","medium_airport","Jim's Private Airport",890,,"US","US-GA","Conyers","","","","-84.14440155","33.59790039"
"US-0254","medium_airport","Yuma Auxiliary Army Airfield 2",,,"US","US-AZ","Yuma","","","","-114.511786","32.547501"
"US-0571","medium_airport","Williston Basin International Airport",2344,,"US","US-ND","Williston","KXWA","XWA","XWA","-103.748797","48.258387"
"USCC","medium_airport","Chelyabinsk Balandino Airport",769,"EU","RU","RU-CHE","Chelyabinsk","USCC","CEK","","61.5033","55.305801"
"USCM","medium_airport","Magnitogorsk International Airport",1430,"EU","RU","RU-BA","Magnitogorsk","USCM","MQF","","58.755699157714844","53.39310073852539"
"USDA","medium_airport","Sabetta International Airport",46,"EU","RU","RU-YAN","Sabetta","USDA","SBT","","72.052222","71.219167"
"USDD","medium_airport","Salekhard Airport",218,"AS","RU","RU-YAN","Salekhard","USDD","SLY","","66.61100006103516","66.5907974243164"
"USHB","medium_airport","Berezovo Airport",98,"AS","RU","RU-KHM","","USHB","EZV","","65.03050231933594","63.92100143432617"
"USHH","medium_airport","Khanty Mansiysk Airport",76,"AS","RU","RU-KHM","Khanty-Mansiysk","USHH","HMA","","69.08609771728516","61.028499603271484"
"USHN","medium_airport","Nyagan Airport",361,"EU","RU","RU-KHM","Nyagan","USHN","NYA","","65.614998","62.110001"
"USHS","medium_airport","Sovetskiy Airport",351,"AS","RU","RU-KHM","Sovetskiy","USHS","OVS","","63.60191345214844","61.326622009277344"
"USHU","medium_airport","Uray Airport",190,"AS","RU","RU-KHM","Uray","USHU","URJ","","64.82669830322266","60.10329818725586"
"USHY","medium_airport","Beloyarskiy Airport",82,"EU","RU","RU-KHM","","USHQ","EYK","","66.698601","63.686901"
"USII","medium_airport","Izhevsk Airport",531,"EU","RU","RU-UD","Izhevsk","USII","IJK","","53.45750045776367","56.82809829711914"
"USKK","medium_airport","Pobedilovo Airport",479,"EU","RU","RU-KIR","Kirov","USKK","KVX","","49.348300933838","58.503299713135"
"USMM","medium_airport","Nadym Airport",49,"AS","RU","RU-YAN","Nadym","USMM","NYM","","72.69889831542969","65.48090362548828"
"USMU","medium_airport","Novy Urengoy Airport",210,"AS","RU","RU-YAN","Novy Urengoy","USMU","NUX","","76.52030181884766","66.06939697265625"
"USNN","medium_airport","Nizhnevartovsk Airport",177,"AS","RU","RU-KHM","Nizhnevartovsk","USNN","NJC","","76.48359680175781","60.94929885864258"
"USPP","medium_airport","Bolshoye Savino Airport",404,"EU","RU","RU-PER","Perm","USPP","PEE","","56.021198272705","57.914501190186"
"USRK","medium_airport","Kogalym International Airport",220,"AS","RU","RU-KHM","Kogalym","USRK","KGP","","74.53379821777344","62.190399169921875"
"USRN","medium_airport","Nefteyugansk Airport",115,"AS","RU","RU-KHM","Nefteyugansk","USRN","NFG","","72.6500015258789","61.108299255371094"
"USRO","medium_airport","Noyabrsk Airport",446,"AS","RU","RU-YAN","Noyabrsk","USRO","NOJ","","75.2699966430664","63.18330001831055"
"USRR","medium_airport","Surgut Airport",200,"AS","RU","RU-KHM","Surgut","USRR","SGC","","73.40180206298828","61.34370040893555"
"USSK","medium_airport","Uktus Airport",643,"AS","RU","RU-SVE","Yekaterinburg","USSK","","","60.790000915527344","56.701698303222656"
"USSS","large_airport","Koltsovo Airport",764,"AS","RU","RU-SVE","Yekaterinburg","USSS","SVX","","60.802700042725","56.743099212646"
"USTR","medium_airport","Roshchino International Airport",378,"AS","RU","RU-TYU","Tyumen","USTR","TJM","","65.3243026733","57.189601898199996"
"USUU","medium_airport","Kurgan Airport",240,"AS","RU","RU-KGN","Kurgan","USUU","KRO","","65.41560363769531","55.47529983520508"
"UTAA","large_airport","Ashgabat International Airport",692,"AS","TM","TM-A","Ashgabat","UTAA","ASB","","58.361","37.986801"
"UTAK","medium_airport","Turkmenbashi Airport",279,"AS","TM","TM-B","Krasnovodsk","UTAK","KRW","","53.007198","40.063301"
"UTAM","medium_airport","Mary Airport",728,"AS","TM","TM-M","Mary","UTAM","MYP","","61.896702","37.6194"
"UTAT","medium_airport","DaÅoguz Airport",272,"AS","TM","TM-D","DaÅoguz","UTAT","TAZ","","59.826698","41.761101"
"UTAV","medium_airport","Turkmenabat Airport",630,"AS","TM","TM-L","TÃ¼rkmenabat","UTAV","CRZ","","63.61330032348633","39.08330154418945"
"UTDD","medium_airport","Dushanbe Airport",2575,"AS","TJ","TJ-RR","Dushanbe","UTDD","DYU","","68.8249969482","38.543300628699996"
"UTDK","medium_airport","Kulob Airport",2293,"AS","TJ","TJ-KT","Kulyab","UTDK","TJU","","69.80500030517578","37.98809814453125"
"UTDL","medium_airport","Khudzhand Airport",1450,"AS","TJ","TJ-SU","Khudzhand","UTDL","LBD","","69.6947021484375","40.21540069580078"
"UTDT","medium_airport","Qurghonteppa International Airport",1473,"AS","TJ","TJ-KT","Kurgan-Tyube","UTDT","KQT","","68.86470031738281","37.86640167236328"
"UTNU","medium_airport","Urgench Airport",320,"AS","UZ","UZ-XO","Urgench","UTNU","UGC","","60.641700744628906","41.58430099487305"
"UTSB","medium_airport","Bukhara Airport",751,"AS","UZ","UZ-BU","Bukhara","UTSB","BHK","","64.4832992553711","39.775001525878906"
"UTSS","medium_airport","Samarkand Airport",2224,"AS","UZ","UZ-SA","Samarkand","UTSS","SKD","","66.98380279541016","39.70050048828125"
"UTST","medium_airport","Termez Airport",1027,"AS","UZ","UZ-SU","Termez","UTST","TMJ","","67.30999755859375","37.28670120239258"
"UTTP","medium_airport","Tashkent East Airport",1574,"AS","UZ","UZ-TO","Tashkent","UTTP","","","69.39140319824219","41.31269836425781"
"UTTT","large_airport","Tashkent International Airport",1417,"AS","UZ","UZ-TO","Tashkent","UTTT","TAS","","69.2811965942","41.257900238"
"UUBA","medium_airport","Kostroma Sokerkino Airport",446,"EU","RU","RU-KOS","Kostroma","UUBA","KMW","","41.019401550299996","57.7969017029"
"UUBC","medium_airport","Grabtsevo Airport",656,"EU","RU","RU-KLU","Kaluga","UUBC","KLF","","36.3666687012","54.5499992371"
"UUBD","medium_airport","Dyagilevo Air Base",440,"EU","RU","RU-RYA","","UUBD","","","39.57040023803711","54.64469909667969"
"UUBI","medium_airport","Ivanovo South Airport",410,"EU","RU","RU-IVA","Ivanovo","UUBI","IWA","","40.940799713134766","56.93939971923828"
"UUBK","medium_airport","Staroselye Airport",423,"EU","RU","RU-YAR","Rybinsk","UUBK","RYB","","38.92940139770508","58.10419845581055"
"UUBL","medium_airport","Semyazino Airport",554,"EU","RU","RU-VLA","Vladimir","UUBL","","","40.314998626708984","56.12670135498047"
"UUBM","medium_airport","Myachkovo Airport",410,"EU","RU","RU-MOS","Moscow","UUBM","","","37.9850006104","55.5600013733"
"UUBP","medium_airport","Bryansk Airport",663,"EU","RU","RU-BRY","Bryansk","UUBP","BZK","","34.176399","53.214199"
"UUBW","large_airport","Zhukovsky International Airport",377,"EU","RU","RU-MOS","Moscow","UUBW","ZIA","","38.150002","55.553299"
"UUDD","large_airport","Domodedovo International Airport",588,"EU","RU","RU-MOS","Moscow","UUDD","DME","","37.90629959106445","55.40879821777344"
"UUEE","large_airport","Sheremetyevo International Airport",622,"EU","RU","RU-MOS","Moscow","UUEE","SVO","","37.4146","55.972599"
"UUEM","medium_airport","Migalovo Air Base",469,"EU","RU","RU-TVE","Tver","UUEM","KLD","","35.7577018737793","56.82469940185547"
"UUMO","medium_airport","Ostafyevo International Airport",568,"EU","RU","RU-MOS","Moscow","UUMO","OSF","","37.507222","55.511667"
"UUMT","medium_airport","Tretyakovo Airport",515,"EU","RU","RU-MOS","Lukhovitsy","UUMT","","","39.02666854859999","54.904998779299994"
"UUMU","medium_airport","Chkalovskiy Air Base",499,"EU","RU","RU-MOS","Moscow","UUMU","CKL","","38.061699","55.8783"
"UUOB","medium_airport","Belgorod International Airport",735,"EU","RU","RU-BEL","Belgorod","UUOB","EGO","","36.5900993347168","50.643798828125"
"UUOK","medium_airport","Kursk East Airport",686,"EU","RU","RU-KRS","Kursk","UUOK","URS","","36.29560089111328","51.7505989074707"
"UUOL","medium_airport","Lipetsk Airport",584,"EU","RU","RU-LIP","Lipetsk","UUOL","LPK","","39.53779983520508","52.70280075073242"
"UUOO","medium_airport","Voronezh International Airport",514,"EU","RU","RU-VOR","Voronezh","UUOO","VOZ","","39.22959899902344","51.81420135498047"
"UUOR","medium_airport","Oryol Yuzhny Airport",656,"EU","RU","RU-ORL","Orel","UUOR","OEL","","36.0022010803","52.934700012200004"
"UUOT","medium_airport","Donskoye Airport",413,"EU","RU","RU-TAM","Tambov","UUOT","TBW","","41.482799530029","52.806098937988"
"UUWE","medium_airport","Yermolino Air Base",640,"EU","RU","RU-KLU","Balabanovo","UUWE","","","36.608334","55.228333"
"UUWW","large_airport","Vnukovo International Airport",685,"EU","RU","RU-MOS","Moscow","UUWW","VKO","","37.2615013123","55.5914993286"
"UUYH","medium_airport","Ukhta Airport",482,"EU","RU","RU-KO","Ukhta","UUYH","UCT","","53.8046989440918","63.566898345947266"
"UUYI","medium_airport","Inta Airport",184,"AS","RU","RU-KO","Inta","UUYI","INA","","60.110321044921875","66.0548324584961"
"UUYK","medium_airport","Vuktyl Airport",358,"EU","RU","RU-KO","Vuktyl","UUYK","","","57.279998779296875","63.823299407958984"
"UUYP","medium_airport","Pechora Airport",98,"EU","RU","RU-KO","Pechora","UUYP","PEX","","57.13079833984375","65.12110137939453"
"UUYS","medium_airport","Usinsk Airport",262,"EU","RU","RU-KO","Usinsk","UUYS","USK","","57.3671989440918","66.00469970703125"
"UUYV","medium_airport","Izhma Airport",230,"EU","RU","RU-KO","Izhma","UUYV","","","53.970001220703125","65.03170013427734"
"UUYW","medium_airport","Vorkuta Airport",604,"AS","RU","RU-KO","Vorkuta","UUYW","VKT","","63.993099212646484","67.48860168457031"
"UUYX","medium_airport","Ust-Tsylma Airport",262,"EU","RU","RU-KO","Ust-Tsylma","UUYX","UTS","","52.20033645629999","65.43729400630001"
"UUYY","medium_airport","Syktyvkar Airport",342,"EU","RU","RU-KO","Syktyvkar","UUYY","SCW","","50.84510040283203","61.64699935913086"
"UWGG","medium_airport","Nizhny Novgorod Strigino International Airport",256,"EU","RU","RU-NIZ","Nizhny Novgorod","UWGG","GOJ","","43.784000396729","56.230098724365"
"UWKB","medium_airport","Bugulma Airport",991,"EU","RU","RU-TA","Bugulma","UWKB","UUA","","52.801700592041016","54.63999938964844"
